MA_5,MA_10,MA_20,MA_30,MA_40,MA_60,持仓量变化,资金变动,价格变动贡献度,分类
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00566383474929202,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.8345303656725918,0.5677437508503687,0.003630962204984321,1.0
0.0,0.0,0.0,0.0,0.0,0.0,16.718228712660988,19.75293832809676,0.0206068473146195,1.0
0.0,0.0,0.0,0.0,0.0,0.0,-13.473807668412404,-16.648622650629207,-0.003760013078306359,0.0
5.112788505532151,0.0,0.0,0.0,0.0,0.0,-3.052921737265009,-4.11950127782832,-0.019278299555116164,0.0
5.742878660447673,0.0,0.0,0.0,0.0,0.0,2.80564183239602,2.9675173546441087,0.026861830464854432,1.0
6.06781001613659,0.0,0.0,0.0,0.0,0.0,-4.239076545676782,-5.669101141101876,-0.004700162074554295,0.0
5.518550226032929,0.0,0.0,0.0,0.0,0.0,9.24443858124684,10.549770769828,-0.028609670403212318,0.0
5.394588277458184,0.0,0.0,0.0,0.0,0.0,-6.8459951388219205,-8.679958926324126,0.014650205761316872,1.0
5.341085566254876,5.004245375315918,0.0,0.0,0.0,0.0,-0.9316412049927508,-1.5540880610941414,-0.0061146917864815745,0.0
4.962959664979167,5.130070864047639,0.0,0.0,0.0,0.0,-7.5249282249412275,-9.515420603907303,0.005091984231274638,1.0
4.942449135495323,5.282099003092483,0.0,0.0,0.0,0.0,-22.230522160870294,-26.85988548085844,0.017361674509167615,1.0
5.31024591221302,5.190364070249273,0.0,0.0,0.0,0.0,45.478354060112046,47.938212064319536,-0.009016393442622951,0.0
5.375369960568277,5.161096088010666,0.0,0.0,0.0,0.0,18.856911984002334,22.058047024541324,-0.008692799737575856,0.0
5.029316467390203,4.962865939014519,0.0,0.0,0.0,0.0,25.2229093760254,28.646685704389512,-0.024090296495956873,0.0
4.744617488065033,4.633767104841296,0.0,0.0,0.0,0.0,7.200814633899712,8.154322457821172,0.009344234940764223,1.0
4.016089808177483,4.262972271901546,0.0,0.0,0.0,0.0,9.924509443770392,11.264089656767773,-0.008106738726566459,0.0
3.569811922417415,4.226694211817389,0.0,0.0,0.0,0.0,0.5355026451059004,0.2378508951157343,-0.004031580715605577,1.0
2.4868472268921518,3.7276677854190936,0.0,0.0,0.0,0.0,15.338312274382133,17.100922915140444,-0.03583855254001392,0.0
1.2733397997872302,2.9595101911041515,4.070774940269004,0.0,0.0,0.0,12.76816026699916,13.820934949050406,-0.036530502069461936,0.0
-0.4971547277013357,1.951999978108788,3.631077445049933,0.0,0.0,0.0,-20.25832145062214,-21.926973271788835,-0.031209840279052686,0.0
-2.1140238011058727,0.794803597943293,3.1328203641247114,0.0,0.0,0.0,-10.948777077243953,-11.972735863793375,0.002946593001841621,0.0
-3.31045111061691,-0.014504724578436878,2.6831229981523417,0.0,0.0,0.0,-7.102730035778941,-8.127428073091444,0.019681517266058327,1.0
-4.481894855510873,-1.136096483169446,2.1116227810828434,0.0,0.0,0.0,5.066700139494998,5.257497129786927,-0.024814814814814814,0.0
-5.7095162877662835,-2.3511829647673537,1.4063910421468009,0.0,0.0,0.0,-5.535408751364166,-5.816033857428111,-0.03770681031165833,0.0
-6.365517688544131,-3.5662994985288847,0.6325470475730413,0.0,0.0,0.0,-6.747754703099312,-7.166133241705103,0.01293759512937595,1.0
-6.743508006216481,-4.563424871994549,-0.05580561885128077,0.0,0.0,0.0,7.861066208442111,8.160009024243124,0.010526315789473684,1.0
-7.163001036149333,-5.3679884188941145,-0.4735386248655686,0.0,0.0,0.0,-23.49414458712381,-25.39999722922705,0.033296743505305516,1.0
-6.687240539530762,-5.716554240982092,-0.9086282633108098,0.0,0.0,0.0,-6.038722722607893,-6.872193430382005,0.02256725040621051,1.0
-5.172433343103499,-5.575847080201862,-1.2408817308994813,1.0364947863306997,0.0,0.0,-2.6959877281227875,-3.2944612286961146,0.01861372097145896,1.0
-3.0052841810842783,-4.822463224997769,-1.3896396115043572,0.9830399103131384,0.0,0.0,-21.9958858231845,-25.577456936957866,0.046263345195729534,1.0
-1.1132465198941972,-4.061670620026696,-1.606696055891469,0.8942034782970367,0.0,0.0,-7.6253263890105805,-9.264982321751257,-0.006622516556291391,0.0
0.0902780871571025,-3.661311966497109,-1.821226873536922,0.7217819873150901,0.0,0.0,21.584603589815217,24.297182859019195,-0.007373113854595336,0.0
0.9447833725418776,-2.9958863731724112,-2.0590228969156072,0.5560071074366917,0.0,0.0,31.589213332895213,34.824317959828804,-0.002068608860541286,0.0
1.5190566037223974,-1.964166442030539,-2.15408461676887,0.4243994777698177,0.0,0.0,16.901962365566877,19.040314416045007,-0.00292146416910122,1.0
2.068900495666881,-0.6267042432756327,-2.086600236973318,0.353547024690144,0.0,0.0,27.380173231480647,31.50067229768025,0.041790062520565975,1.0
2.156774819128124,0.3443448112581464,-2.0898318771232525,0.22220068380577374,0.0,0.0,5.322681603900961,5.874626078191093,-0.0236606388372486,0.0
2.5766191829935106,1.1460268622156065,-2.0793902550401384,0.21642025682871946,0.0,0.0,-3.7380322408135527,-4.827397763661487,-0.0011733154542406972,1.0
3.0153075059061716,1.7859673554261946,-1.9220188261019828,0.14638695215263198,0.0,0.0,13.582157061271374,15.551740380249438,-0.005217976771587275,0.0
3.5372294095854926,2.329771609912477,-1.5691836428804464,0.11298149717470095,1.5827212304963965,0.0,-12.304242268650858,-14.922738347201125,0.0,1.0
