MA_5,MA_10,MA_20,MA_30,MA_40,MA_60,chicangliangbianhua,zijinbiandong,jiagebiandonggongxiandu,fenlei
0.0,0.0,0.0,0.0,0.0,0.0,0.349432448503,0.350810965331,0.601673246734,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.314367617171,0.321013260651,0.517834263108,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.626578627404,0.592526058059,0.727551284481,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0717182743595,0.11554453357,0.287687685598,0.0
-18.1259497725,0.0,0.0,0.0,0.0,0.0,0.19788421772,0.223978173256,0.251254309754,0.0
-18.2787334849,0.0,0.0,0.0,0.0,0.0,0.321361058601,0.326946273168,0.602166391196,1.0
-18.642555658,0.0,0.0,0.0,0.0,0.0,0.319878946014,0.325686902709,0.447748494622,0.0
-20.0727074561,0.0,0.0,0.0,0.0,0.0,0.273587333706,0.287764434283,0.282044164321,0.0
-20.7973301723,0.0,0.0,0.0,0.0,0.0,0.31190926276,0.319120333735,0.530323250707,1.0
-21.1784430212,-19.8654933533,0.0,0.0,0.0,0.0,0.343370874269,0.344919123883,0.484324248843,0.0
-21.8800728119,-20.2995124137,0.0,0.0,0.0,0.0,0.337087426893,0.339744270105,0.476582343293,0.0
-22.3666304876,-20.7293399649,0.0,0.0,0.0,0.0,0.34002502729,0.342194181944,0.553301882724,1.0
-22.6405323111,-21.5821308844,0.0,0.0,0.0,0.0,0.388908117895,0.381455019548,0.369724772222,0.0
-22.7430819478,-21.9963403415,0.0,0.0,0.0,0.0,0.275921439158,0.289746271231,0.576516132603,1.0
-22.8910496833,-22.262102509,0.0,0.0,0.0,0.0,0.273116962645,0.287569112844,0.553518532207,0.0
-22.8796742815,-22.6078762686,0.0,0.0,0.0,0.0,0.350763687354,0.350952916591,0.624994640135,1.0
-23.0729023168,-22.9497696605,0.0,0.0,0.0,0.0,0.32279879656,0.328025864716,0.468555320891,0.0
-22.7259965914,-22.9124691318,0.0,0.0,0.0,0.0,0.399016658235,0.390657655741,0.57113899863,1.0
-22.9422250405,-23.0730614503,0.0,0.0,0.0,0.0,0.233659043106,0.255896411933,0.377575856144,0.0
-23.1466967317,-23.2505942413,-21.902436701,0.0,0.0,0.0,0.260656567001,0.277856903597,0.494053895088,0.0
-23.9551825156,-23.6532800041,-22.3258552905,0.0,0.0,0.0,0.399797651695,0.388674568032,0.25966705649,0.0
-24.7965850422,-24.1765040179,-22.8089907552,0.0,0.0,0.0,0.302839088723,0.31227682971,0.364479255062,0.0
-25.5754205352,-24.4003415286,-23.34957014,0.0,0.0,0.0,0.28512473708,0.298094049734,0.596649933151,1.0
-26.1717757694,-24.8127073513,-23.7677222695,0.0,0.0,0.0,0.327910753747,0.331926197648,0.493240586617,0.0
-26.5451996176,-25.1053917394,-24.0503849052,0.0,0.0,0.0,0.347497714707,0.34751071936,0.638890457143,1.0
-26.3037564986,-25.3831725931,-24.3653095476,0.0,0.0,0.0,0.295029154131,0.305791275913,0.617086541196,1.0
-25.8961784245,-25.5958593018,-24.6449005335,0.0,0.0,0.0,0.30030085998,0.310010880235,0.517336144283,0.0
-25.967916103,-26.0225321263,-24.845147408,0.0,0.0,0.0,0.328860370794,0.332703534117,0.424334725446,0.0
-25.7304108157,-26.2031827591,-25.0178868924,0.0,0.0,0.0,0.217932674814,0.244542344392,0.575272821528,1.0
-25.7801730903,-26.4167021183,-25.215939992,-23.9612131053,0.0,0.0,0.296307143428,0.306978113329,0.443070847985,0.0
-25.7414714619,-26.2753389436,-25.3439551398,-24.1916750082,0.0,0.0,0.333111460192,0.336212638749,0.627398293759,1.0
-25.3813144575,-25.8888916746,-25.4078971729,-24.3772181857,0.0,0.0,0.407492212253,0.396723263892,0.675021540555,1.0
-24.8859170947,-25.6768866368,-25.4121584156,-24.6625968346,0.0,0.0,0.282142762054,0.295155104842,0.535591089854,0.0
-24.6624338429,-25.4447900743,-25.5015993475,-24.8607207124,0.0,0.0,0.281805514879,0.295035968373,0.473075576663,0.0
-24.3599290012,-25.3187107485,-25.5852830367,-25.005691768,0.0,0.0,0.316391100225,0.322836169058,0.475579176444,0.0
-24.0002326274,-25.1194406546,-25.6249706715,-25.1475706783,0.0,0.0,0.407492212253,0.396891146625,0.654059505249,1.0
-24.0058625259,-24.939458608,-25.641974391,-25.272976219,0.0,0.0,0.319151202109,0.325056501963,0.507132347998,0.0
-23.8142762617,-24.5926154316,-25.6844698383,-25.289238005,0.0,0.0,0.331797971192,0.335366789146,0.550925823424,1.0
-23.8368339091,-24.4908693445,-25.7255299257,-25.3705046582,0.0,0.0,0.303877455026,0.312787603347,0.368629757321,0.0
-23.8086360995,-24.3238954583,-25.7510061603,-25.4469263375,-24.3392716732,0.0,0.275371193766,0.289891675559,0.457380158188,1.0
-24.0396355323,-24.2587293105,-25.6462248265,-25.5108811006,-24.4935475992,0.0,0.339732154743,0.341610094701,0.577303913819,1.0
-24.197097571,-24.3408884591,-25.4902465558,-25.5814662298,-24.6518816136,0.0,0.299954737879,0.309595636562,0.548637761606,1.0
-24.5112957808,-24.4031717553,-25.4135787865,-25.6053003104,-24.8792658445,0.0,0.300016862359,0.309680331544,0.514783188712,0.0
-24.4216244197,-24.3692038009,-25.2785469568,-25.6539026033,-25.017724005,0.0,0.326189018167,0.330727008726,0.546008405237,1.0
-24.5617006541,-24.4258107101,-25.2429799194,-25.7291374098,-25.1396017134,0.0,0.300283110129,0.309992925389,0.404410533175,0.0
