MA_5,MA_10,MA_20,MA_30,MA_40,MA_60,chicangliangbianhua,zijinbiandong,jiagebiandonggongxiandu,fenlei
0.0,0.0,0.0,0.0,0.0,0.0,0.451193058568,0.449115996967,1.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.940708604483,0.928850138994,1.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.36442516269,0.364081880212,0.5,0
0.0,0.0,0.0,0.0,0.0,0.0,0.345625451916,0.344772302249,1.0,1
-6.42743989652,0.0,0.0,0.0,0.0,0.0,0.383947939262,0.382603487491,1.0,1
-5.61641789034,0.0,0.0,0.0,0.0,0.0,0.339117859725,0.338222643417,1.0,1
-4.53794751949,0.0,0.0,0.0,0.0,0.0,0.396240057845,0.394800101087,0.5,0
-4.04494729589,0.0,0.0,0.0,0.0,0.0,0.489515545915,0.486820065706,0.5,0
-4.58280881298,0.0,0.0,0.0,0.0,0.0,0.292118582791,0.29255294415,1.0,1
-5.07672834779,-5.84772804438,0.0,0.0,0.0,0.0,0.435285610991,0.433443012383,1.0,1
-5.43642649402,-5.62772654862,0.0,0.0,0.0,0.0,0.51409978308,0.511183472328,1.0,1
-5.79649928602,-5.27600556477,0.0,0.0,0.0,0.0,0.501084598698,0.498289613343,1.0,0
-4.71743408491,-4.5079443643,0.0,0.0,0.0,0.0,0.72161966739,0.71744705585,1.0,1
-2.21611628569,-3.54533345942,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
0.385462310652,-2.49957666994,0.0,0.0,0.0,0.0,0.649313087491,0.648401314127,1.0,1
3.15577191317,-1.28621472182,0.0,0.0,0.0,0.0,0.605929139552,0.605248925954,1.0,1
5.73425896884,-0.145452631866,0.0,0.0,0.0,0.0,0.423716558207,0.421449077584,0.5,0
7.10009512598,1.07207319912,0.0,0.0,0.0,0.0,0.344179320318,0.341697245388,0.5,0
6.7709873091,2.08904628341,0.0,0.0,0.0,0.0,0.516992046276,0.51498003538,0.5,0
5.81764772982,2.84636495421,-2.89049230345,0.0,0.0,0.0,0.532176428055,0.529924690422,0.5,0
4.093288153,3.32763795778,-2.59273338263,0.0,0.0,0.0,0.485177151121,0.482919888805,0.5,0
2.76993637695,3.95223971619,-2.17838278801,0.0,0.0,0.0,0.376717281273,0.37493100834,0.5,1
1.38791147442,3.97299686995,-1.85470892603,0.0,0.0,0.0,0.339840925524,0.338587819055,0.5,0
0.603996277871,3.43198885542,-1.69307712498,0.0,0.0,0.0,0.216919739696,0.216084912813,0.5,1
0.603996277871,2.95116348011,-1.46882181489,0.0,0.0,0.0,0.40708604483,0.405104119282,1.0,1
1.08358831019,2.32095718714,-1.23589097445,0.0,0.0,0.0,0.299349240781,0.297493555724,1.0,1
1.64820416464,1.94123914881,-0.92281850079,0.0,0.0,0.0,0.473608098337,0.471545362648,1.0,1
2.12403690695,1.49677875777,-0.601404204217,0.0,0.0,0.0,0.261749819234,0.260346221885,0.5,0
2.59803893039,1.34828574718,-0.236120251815,0.0,0.0,0.0,0.219812002892,0.218072276978,1.0,1
2.29661661648,1.1996263729,0.0217395070352,-3.34418815285,0.0,0.0,0.461315979754,0.459192317412,0.5,0
1.38791147442,0.986971327434,0.137190818002,-3.22683736229,0.0,0.0,0.400578452639,0.398946676775,0.5,0
0.603996277871,0.880519940951,0.358962590247,-3.01779560164,0.0,0.0,0.409978308026,0.40813419257,1.0,1
0.210399489885,0.92311032618,0.385552848175,-2.82422403791,0.0,0.0,0.433839479393,0.431878695982,0.5,0
-0.888271955772,0.624705254206,0.0306235022913,-2.80385804003,0.0,0.0,0.380332610268,0.378978013647,0.5,0
-1.15305719843,0.347054648356,-0.289524035179,-2.74277156819,0.0,0.0,0.340563991323,0.339228203184,1.0,1
-0.93237431079,0.00461060692655,-0.699548009971,-2.69187945603,0.0,0.0,0.250903832249,0.250238817286,0.5,0
-0.756034304869,-0.295661350661,-0.985387377217,-2.58504570636,0.0,0.0,0.433839479393,0.431836239575,1.0,1
-0.976488145171,-0.596506720867,-1.29857312602,-2.4731829955,0.0,0.0,0.357917570499,0.356628506444,0.5,0
-1.02061340505,-1.15668252423,-1.59437102899,-2.39694764709,0.0,0.0,0.453362255965,0.451262319939,0.5,0
-1.55098804801,-1.54556259465,-1.81877875984,-2.34105978558,-3.13562702792,0.0,0.409255242227,0.407635077079,0.5,0
-2.12729977228,-1.71866676651,-1.98051784299,-2.31566129814,-3.07484604273,0.0,0.384671005061,0.383365175638,0.5,0
-3.01719400573,-2.06535386994,-2.169384602,-2.26995207437,-2.97358091414,0.0,0.233550253073,0.233920394238,0.5,1
-3.73169488736,-2.52131217657,-2.34041952697,-2.36138086768,-2.90474698037,0.0,0.391901663051,0.390657063432,0.5,0
-4.00017365545,-2.67352401744,-2.52962605937,-2.60030435784,-2.91689258355,0.0,0.441793203181,0.439834975992,0.5,1
-5.03179387902,-3.43617650801,-2.96273793255,-2.96174425414,-3.01003107144,0.0,0.287780187997,0.288797068486,0.5,0
-5.39144313679,-3.8949623179,-3.29717689522,-3.303363776,-3.05458935175,0.0,0.378163412871,0.377137225171,0.5,1
-5.57141146061,-4.42029154125,-3.64115497274,-3.58928207443,-3.06674314739,0.0,0.436731742589,0.434837503159,1.0,1
-5.16661616074,-4.57370163138,-3.83145635571,-3.80394173802,-3.00598075918,0.0,0.395516992046,0.394046499874,1.0,1
-4.53794751949,-4.39838258189,-3.99468560113,-3.93180238037,-2.91284397458,0.0,0.44974692697,0.447681071519,1.0,1
