MA_5,MA_10,MA_20,MA_30,MA_40,MA_60,chicangliangbianhua,zijinbiandong,jiagebiandonggongxiandu,fenlei
0.0,0.0,0.0,0.0,0.0,0.0,0.500298763707,0.532327808529,1.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.457882733141,0.480523169957,1.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.485049190813,0.513716308852,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.404046354662,0.417929564108,0.0,0
19.2915154437,0.0,0.0,0.0,0.0,0.0,0.445822778418,0.467493078166,0.0,0
19.0144893833,0.0,0.0,0.0,0.0,0.0,0.507881470759,0.541221221944,1.0,1
18.2292805705,0.0,0.0,0.0,0.0,0.0,0.461998098011,0.486350391911,0.0,0
16.5477759561,0.0,0.0,0.0,0.0,0.0,0.457209462814,0.481874696353,0.0,0
16.1989360199,0.0,0.0,0.0,0.0,0.0,0.531412268669,0.567585892052,1.0,1
15.5032679869,17.6965480214,0.0,0.0,0.0,0.0,0.45304360267,0.476930096503,0.0,0
14.4342326457,17.0385724155,0.0,0.0,0.0,0.0,0.551383149727,0.590317249664,1.0,1
13.88530992,16.359490833,0.0,0.0,0.0,0.0,0.484510574552,0.51293591358,1.0,1
14.6051935916,15.8325135063,0.0,0.0,0.0,0.0,0.478476389251,0.505906838702,1.0,1
15.1777277937,15.9373691618,0.0,0.0,0.0,0.0,0.516490915059,0.551093194914,1.0,1
15.6599588476,15.8272642204,0.0,0.0,0.0,0.0,0.413413228079,0.430093557642,0.0,0
15.576457852,15.2513990063,0.0,0.0,0.0,0.0,0.492884374237,0.522582317952,0.0,0
15.1039007385,14.7382066963,0.0,0.0,0.0,0.0,0.474327360864,0.501312014615,0.0,0
13.9826169271,14.533530343,0.0,0.0,0.0,0.0,0.540577160987,0.575508518257,0.0,0
12.0352216579,13.8651176859,0.0,0.0,0.0,0.0,0.474007557459,0.50121092946,0.0,0
10.6300773398,13.4366249738,16.6026849126,0.0,0.0,0.0,0.452530234046,0.477466969186,1.0,0
9.31013289431,12.7593486781,15.9286201044,0.0,0.0,0.0,0.487136328825,0.515690768453,0.0,0
8.15499117019,11.9547249205,15.1811352387,0.0,0.0,0.0,0.498657667287,0.528203083229,0.0,0
7.91701418351,11.2420887081,14.5576933166,0.0,0.0,0.0,0.473721417571,0.500873708084,1.0,1
7.7738729865,10.1486121521,14.0861836081,0.0,0.0,0.0,0.48690910009,0.515447774042,1.0,0
7.37887855246,9.22614824046,13.5847234975,0.0,0.0,0.0,0.444375247216,0.469056688368,0.0,0
7.42686176893,8.5724690778,12.9610479893,0.0,0.0,0.0,0.478366982823,0.506051705756,1.0,1
7.98848519707,8.26739502221,12.5383277069,0.0,0.0,0.0,0.482995716318,0.511151874359,1.0,1
8.39222143741,8.35126566623,12.4690038642,0.0,0.0,0.0,0.434377182869,0.456494452639,1.0,1
9.09935099457,8.63810430979,12.2518133191,0.0,0.0,0.0,0.465356033765,0.491252026507,1.0,1
10.2737518249,9.04253425863,12.2227914288,14.9192738897,0.0,0.0,0.465507519588,0.491260168575,1.0,1
11.8669922776,9.89135719564,12.2866200126,14.7158366532,0.0,0.0,0.462057009165,0.486733950755,1.0,1
13.2099273942,10.8681656265,12.3590652689,14.5134297236,0.0,0.0,0.514227043586,0.547751075108,1.0,1
14.1120682849,11.5395839015,12.3358928952,14.3063708278,0.0,0.0,0.488390294808,0.517465974912,0.0,0
14.4663335413,12.0679484644,12.0570842014,14.1614833201,0.0,0.0,0.507056714609,0.538713209056,0.0,0
14.6797999132,12.7481747389,11.9521802093,14.0525405471,0.0,0.0,0.47418429092,0.501058432266,0.0,1
14.2948856118,13.3261839651,11.9346776944,13.8320237928,0.0,0.0,0.490645750402,0.519976482425,1.0,1
13.2428086049,13.4586853157,11.8558510575,13.5951069361,0.0,0.0,0.513806249632,0.545786476186,0.0,0
12.4369687048,13.5137954663,11.925924456,13.5680716743,0.0,0.0,0.518881024717,0.551683795495,0.0,1
11.6870109031,13.3261839651,11.9667616013,13.3571019554,0.0,0.0,0.501182431011,0.531380866526,0.0,0
10.7903479607,12.9990365221,11.992998852,13.223113388,14.7601301598,0.0,0.506989387576,0.537780495358,0.0,0
10.1121856568,12.4680888828,12.1356369291,13.0809887107,14.4735677427,0.0,0.568921841731,0.607562734613,1.0,1
9.8806874518,11.807202983,12.283720271,12.9013353064,14.1553981106,0.0,0.505137894179,0.535824469172,0.0,0
9.50862041209,11.2076679642,12.3185073694,12.6798585907,13.8495248177,0.0,0.493077939456,0.522381784995,0.0,0
8.92321733721,10.5326077583,12.2489117971,12.2599613738,13.5720818579,0.0,0.51638150863,0.547465814264,0.0,0
8.56964920345,9.89721498154,12.283720271,11.9723222275,13.3322589488,0.0,0.47317438543,0.500383083484,0.0,1
6.99398225621,8.76919775496,12.0308760776,11.5792300606,12.8873112555,0.0,0.535207830134,0.566370371506,0.0,0
5.48576401111,7.90689025905,11.6802992499,11.235895189,12.4960714364,0.0,0.48379522483,0.511958767918,0.0,0
4.70977311047,7.33263369127,11.4307052766,11.092767269,12.3355562296,0.0,0.434570748087,0.458673662496,1.0,1
4.28840312962,6.82142076992,11.0824851814,10.9513281697,12.0502199702,0.0,0.482987300438,0.511117599666,0.0,0
4.0397179652,6.51562572529,10.7590620237,10.868335134,11.8735779009,0.0,0.439502453229,0.463912839439,1.0,1
4.96913650859,6.16567974959,10.3052632971,10.8521284773,11.6799936678,0.0,0.42823359114,0.451207292751,1.0,1
6.03610626125,5.93776981521,9.84223526364,10.880487366,11.4872689629,0.0,0.455568366394,0.481071601614,1.0,1
6.17012145034,5.61647954563,9.36687256041,10.7994278208,11.2398532336,0.0,0.436489568518,0.460508715592,0.0,0
6.60727874359,5.62885792341,9.01659056258,10.7548003375,10.9219902926,0.0,0.41853008256,0.440926489648,0.0,1
6.78876878567,5.59790884011,8.66764187112,10.7690034301,10.6950271565,0.0,0.424884071266,0.447624730041,1.0,1
7.51076292831,6.42980539762,8.49561179216,10.8663095319,10.6009762957,0.0,0.597510582968,0.639804637012,1.0,1
7.8574042245,7.13826279601,8.40944575868,10.8582064664,10.5174274538,0.0,0.517273591813,0.549211589016,0.0,0
8.10745524833,7.33263369127,8.21520662807,10.7507417219,10.4581174866,0.0,0.530191966202,0.563001635589,0.0,0
8.46324368805,7.73203647556,8.15961723958,10.6451259507,10.452031311,0.0,0.451924290752,0.476855875297,1.0,1
9.04068828261,8.11739268174,8.202856972,10.5535853982,10.4870189425,12.3338078456,0.487801183273,0.516520556499,1.0,1
9.36857071662,8.64406822855,8.29851376292,10.4231679269,10.6085662137,12.1663418587,0.494525470658,0.524275571491,1.0,1
