MA_5,MA_10,MA_20,MA_30,MA_40,MA_60,chicangliangbianhua,zijinbiandong,jiagebiandonggongxiandu,fenlei
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667298744265,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.556578439743,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.585607228239,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.377432644355,0.0
1.30747551205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.374459547814,0.0
1.19270929532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.616666391022,1.0
0.972468063167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.532942740349,0.0
0.427552036848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.372373135827,0.0
0.526127349731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.583706927031,1.0
0.389065483401,0.798482329139,0.0,0.0,0.0,0.0,0.0,0.0,0.429761901468,0.0
-0.00841142678416,0.543648828739,0.0,0.0,0.0,0.0,0.0,0.0,0.490518547508,0.0
-0.295723005689,0.290762444235,0.0,0.0,0.0,0.0,0.0,0.0,0.557811931053,0.0
-0.327142058469,0.00259286541921,0.0,0.0,0.0,0.0,0.0,0.0,0.485054507694,0.0
-0.578717674974,-0.0731426930036,0.0,0.0,0.0,0.0,0.0,0.0,0.492593142532,0.0
-0.816136122234,-0.259634561317,0.0,0.0,0.0,0.0,0.0,0.0,0.441119646207,0.0
-0.925268421933,-0.512654194821,0.0,0.0,0.0,0.0,0.0,0.0,0.495946795051,0.0
-1.17532370524,-0.780563757503,0.0,0.0,0.0,0.0,0.0,0.0,0.511531388925,0.0
-1.36006117366,-0.888090877914,0.0,0.0,0.0,0.0,0.0,0.0,0.587694822162,0.0
-1.53281790366,-1.09971999645,0.0,0.0,0.0,0.0,0.0,0.0,0.523257643634,0.0
-1.48657103906,-1.19534075401,-0.273536012527,0.0,0.0,0.0,0.0,0.0,0.536925529191,0.0
-1.45980192582,-1.23651012378,-0.420515960725,0.0,0.0,0.0,0.0,0.0,0.527190209454,0.0
-1.78128957133,-1.5213244687,-0.686254431834,0.0,0.0,0.0,0.0,0.0,0.355531464546,0.0
-2.09600240909,-1.77014447832,-0.951825154329,0.0,0.0,0.0,0.0,0.0,0.442513641191,0.0
-2.49193738578,-2.05334971581,-1.12870546721,0.0,0.0,0.0,0.0,0.0,0.445651376579,0.0
-3.00631011693,-2.28581297316,-1.33569279294,0.0,0.0,0.0,0.0,0.0,0.459417443507,0.0
-3.43095280608,-2.48319185652,-1.55850286502,0.0,0.0,0.0,0.0,0.0,0.602104954059,0.0
-3.45797939266,-2.65757826999,-1.77738443279,0.0,0.0,0.0,0.0,0.0,0.559409741029,0.0
-3.40884242723,-2.79059883814,-1.89622730257,0.0,0.0,0.0,0.0,0.0,0.639261636122,0.0
-3.17067394687,-2.86996214774,-2.04037836658,0.0,0.0,0.0,0.0,0.0,0.580760026125,0.0
-2.76121708688,-2.92247989964,-2.11369623193,-1.23072013926,0.0,0.0,0.0,0.0,0.649094903457,1.0
-2.45279828626,-2.97989735416,-2.16238961416,-1.34807976494,0.0,0.0,0.0,0.0,0.535021743563,0.0
