MA_5,MA_10,MA_20,MA_30,MA_40,MA_60,chicangliangbianhua,zijinbiandong,jiagebiandonggongxiandu,fenlei
0.0,0.0,0.0,0.0,0.0,0.0,0.502972541319,0.468092738335,1.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.480074471888,0.443393884938,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.504456549771,0.469990538106,1.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.416415938613,0.375614858567,0.0,0
-9.03796508534,0.0,0.0,0.0,0.0,0.0,0.457359641304,0.419243836389,0.0,0
-9.40153326954,0.0,0.0,0.0,0.0,0.0,0.466041995629,0.428347911115,1.0,1
-9.98484837559,0.0,0.0,0.0,0.0,0.0,0.507910941395,0.472395452994,0.0,0
-11.4163792304,0.0,0.0,0.0,0.0,0.0,0.446048601277,0.408156028407,0.0,0
-12.2261323168,0.0,0.0,0.0,0.0,0.0,0.491767825068,0.454886702547,1.0,1
-12.8007459609,-10.9094386672,0.0,0.0,0.0,0.0,0.43675545079,0.398468189663,0.0,1
-13.4125191577,-11.3960695306,0.0,0.0,0.0,0.0,0.467745438258,0.4302501569,1.0,1
-13.7520543429,-11.8561040732,0.0,0.0,0.0,0.0,0.467247752496,0.429728194654,1.0,1
-13.7445119935,-12.5645045457,0.0,0.0,0.0,0.0,0.503474751496,0.46675293227,0.0,0
-13.714341252,-12.9522883844,0.0,0.0,0.0,0.0,0.469392325686,0.431961743722,1.0,1
-13.835011224,-13.2984229709,0.0,0.0,0.0,0.0,0.476459463495,0.439182704118,0.0,0
-14.0913163538,-13.7307376365,0.0,0.0,0.0,0.0,0.47536455482,0.43806530415,1.0,0
-14.5958807969,-14.1513518024,0.0,0.0,0.0,0.0,0.503230433032,0.466194291008,0.0,0
-14.7313125503,-14.2151555911,0.0,0.0,0.0,0.0,0.47266574067,0.435300481705,0.0,1
-15.317527702,-14.4927610747,0.0,0.0,0.0,0.0,0.480753134289,0.443346404208,0.0,0
-15.9325524746,-14.8600611288,-12.5411949631,0.0,0.0,0.0,0.47289196147,0.435487170869,0.0,0
-17.0463420885,-15.5448010716,-13.1269682478,0.0,0.0,0.0,0.450290241287,0.413573942149,0.0,0
-18.1248803115,-16.3359744798,-13.7532934176,0.0,0.0,0.0,0.427260963791,0.3916495996,0.0,0
-18.9390723457,-16.8124606152,-14.3450116131,0.0,0.0,0.0,0.439076476204,0.402485472131,1.0,1
-19.5950373068,-17.4326288454,-14.8498365115,0.0,0.0,0.0,0.469238495541,0.431909388223,0.0,0
-20.0210849118,-17.951123901,-15.2829894611,0.0,0.0,0.0,0.45160232193,0.414781333084,1.0,1
-19.7641264762,-18.3723146301,-15.7099244162,0.0,0.0,0.0,0.459535885406,0.422376790754,1.0,1
-19.3226490166,-18.68573867,-16.0766724802,0.0,0.0,0.0,0.475672215109,0.438193779244,1.0,1
-19.3226490166,-19.0905231357,-16.3128297787,0.0,0.0,0.0,0.477081570696,0.439541437226,0.0,0
-18.8652082668,-19.189733095,-16.5004798729,0.0,0.0,0.0,0.393692059197,0.357189664461,1.0,1
-18.5250325078,-19.2338075471,-16.7046846894,-14.6391847623,0.0,0.0,0.469828931831,0.432455592389,0.0,0
-18.1026245605,-18.8956087879,-16.8734827949,-14.9166290207,0.0,0.0,0.445381249915,0.407985637541,1.0,1
-17.28484659,-18.2689513451,-16.9513474862,-15.123295693,0.0,0.0,0.570422535211,0.535005240771,1.0,1
-16.4489731027,-17.8549333937,-16.981003135,-15.3801743598,0.0,0.0,0.472208774652,0.434837903151,1.0,0
-16.0598837427,-17.4326288454,-17.0792092586,-15.576459325,0.0,0.0,0.474685892418,0.437323089231,0.0,0
-15.7751763213,-17.1209077408,-17.18292662,-15.7625521242,0.0,0.0,0.451543504522,0.414142651498,0.0,0
-15.4901702875,-16.7678310052,-17.2181052055,-15.9309320531,0.0,0.0,0.498606479869,0.461598239953,1.0,1
-15.8426345541,-16.533385149,-17.2588311357,-16.0992048172,0.0,0.0,0.455613216724,0.418176587012,0.0,0
-16.014950384,-16.2017938539,-17.2976986734,-16.1469040404,0.0,0.0,0.489030553381,0.451762176866,0.0,1
-16.381674285,-16.1906088937,-17.3421100405,-16.2698764637,0.0,0.0,0.526499504576,0.488534148068,0.0,0
-16.6582269319,-16.1868804637,-17.3624621433,-16.4065807474,-14.7859524346,0.0,0.477868819082,0.440394333528,0.0,0
-17.0612562515,-16.2465287313,-17.2218078812,-16.5407022987,-15.0059777654,0.0,0.452774145677,0.415484328638,1.0,1
-17.2624979606,-16.5222152604,-17.0440082951,-16.6860200631,-15.2277119606,0.0,0.502986114567,0.465390226857,1.0,0
-17.5900405916,-16.7715504701,-16.9606152984,-16.7899420904,-15.4799916631,0.0,0.476396121671,0.43895922332,0.0,0
-17.5826021706,-16.9500136121,-16.8382494954,-16.9163380155,-15.6697538951,0.0,0.456470593558,0.419227986151,0.0,0
-17.79077491,-17.1914556959,-16.8030107548,-17.0676695019,-15.8677492545,0.0,0.488998882469,0.45120589496,0.0,0
-18.1471334623,-17.5697885388,-16.81599408,-17.2188971887,-16.0869530635,0.0,0.459884265438,0.422745908889,1.0,0
-18.1619674482,-17.6772281195,-16.7529253439,-17.2826061634,-16.238243808,0.0,0.431507128217,0.394402741906,1.0,1
-18.0803662163,-17.7994175009,-16.6490099822,-17.3500420246,-16.3041150876,0.0,0.522857349688,0.485206374293,1.0,1
-18.0358417759,-17.7735047724,-16.6304488084,-17.3712673962,-16.3885160833,0.0,0.430663324631,0.393593705652,0.0,0
-17.4114444577,-17.5660827173,-16.5246223157,-17.315077951,-16.4376593304,0.0,0.474905326595,0.437545449476,1.0,1
-16.8225101202,-17.451169234,-16.4967654356,-17.1814125166,-16.5081115286,0.0,0.429034534867,0.391410544478,1.0,0
-16.5610962106,-17.3287724112,-16.5728998948,-17.020154989,-16.5850291387,0.0,0.445774874108,0.408253720865,0.0,0
-16.4489731027,-17.2322887602,-16.6490099822,-16.9313506719,-16.6378376579,0.0,0.460538043552,0.42314657064,0.0,0
-16.1946367542,-17.0837680828,-16.6638578656,-16.7987044613,-16.6943389126,0.0,0.472201988028,0.434818346158,1.0,1
-16.3367981277,-16.8422088626,-16.6638578656,-16.6935340583,-16.7461968746,0.0,0.444256932536,0.406851498453,0.0,0
-16.3068761544,-16.533385149,-16.6991178157,-16.5983389957,-16.7813795947,0.0,0.464381534953,0.426946299256,1.0,1
-16.1796677146,-16.3397006863,-16.6564340413,-16.4905721252,-16.7804538024,0.0,0.464711817322,0.427252010003,1.0,1
-15.9100758434,-16.1495931485,-16.6230239293,-16.3564228384,-16.7832311681,0.0,0.451233582025,0.413586350286,1.0,1
-15.9550271947,-16.0451597258,-16.5580462957,-16.3087633548,-16.7730473301,0.0,0.537136406618,0.499883414998,0.0,0
-15.8351400281,-16.0563510468,-16.4596179144,-16.2410209827,-16.7341594514,-15.6709771736,0.478843830733,0.441504686801,1.0,1
-15.9025832095,-16.0750021724,-16.4113176183,-16.228474085,-16.6396903738,-15.8013741791,0.503463440456,0.466199076486,0.0,0
-15.9325524746,-16.026506451,-16.3258398631,-16.2636038162,-16.5081115286,-15.9205393462,0.474658745922,0.437306119244,1.0,1
-16.1048092953,-15.9780016851,-16.2533464332,-16.2987286101,-16.4302421168,-16.0644589944,0.460302773919,0.422861720847,0.0,0
-16.0224398168,-15.9593436127,-16.1696740905,-16.3024916869,-16.3273050499,-16.1630474264,0.495547974645,0.458305645759,0.0,1
-15.9175682657,-15.8473675327,-15.9929423273,-16.2648583583,-16.221541292,-16.2361890026,0.433570261918,0.395758667689,1.0,1
