准确率,组合
0.5570247933884298,"(0,)"
0.5487603305785124,"(1,)"
0.5305785123966942,"(2,)"
0.5256198347107438,"(3,)"
0.5322314049586777,"(4,)"
0.5206611570247934,"(5,)"
0.5173553719008265,"(6,)"
0.5190082644628099,"(7,)"
0.8677685950413223,"(8,)"
0.5570247933884298,"(0, 1)"
0.5322314049586777,"(0, 2)"
0.515702479338843,"(0, 3)"
0.543801652892562,"(0, 4)"
0.5206611570247934,"(0, 5)"
0.5338842975206611,"(0, 6)"
0.5338842975206611,"(0, 7)"
0.8413223140495868,"(0, 8)"
0.5338842975206611,"(1, 2)"
0.5107438016528926,"(1, 3)"
0.5454545454545454,"(1, 4)"
0.515702479338843,"(1, 5)"
0.5305785123966942,"(1, 6)"
0.5322314049586777,"(1, 7)"
0.8479338842975207,"(1, 8)"
0.5322314049586777,"(2, 3)"
0.515702479338843,"(2, 4)"
0.5388429752066116,"(2, 5)"
0.5289256198347108,"(2, 6)"
0.5239669421487604,"(2, 7)"
0.8314049586776859,"(2, 8)"
0.4991735537190083,"(3, 4)"
0.5206611570247934,"(3, 5)"
0.5190082644628099,"(3, 6)"
0.5239669421487604,"(3, 7)"
0.8198347107438017,"(3, 8)"
0.5223140495867769,"(4, 5)"
0.5223140495867769,"(4, 6)"
0.5239669421487604,"(4, 7)"
0.8644628099173554,"(4, 8)"
0.5289256198347108,"(5, 6)"
0.5322314049586777,"(5, 7)"
0.8330578512396695,"(5, 8)"
0.543801652892562,"(6, 7)"
0.828099173553719,"(6, 8)"
0.8198347107438017,"(7, 8)"
0.540495867768595,"(0, 1, 2)"
0.5173553719008265,"(0, 1, 3)"
0.5520661157024793,"(0, 1, 4)"
0.5272727272727272,"(0, 1, 5)"
0.5421487603305785,"(0, 1, 6)"
0.5454545454545454,"(0, 1, 7)"
0.8462809917355372,"(0, 1, 8)"
0.5173553719008265,"(0, 2, 3)"
0.512396694214876,"(0, 2, 4)"
0.5272727272727272,"(0, 2, 5)"
0.512396694214876,"(0, 2, 6)"
0.5057851239669422,"(0, 2, 7)"
0.8132231404958677,"(0, 2, 8)"
0.4909090909090909,"(0, 3, 4)"
