准确率,组合
0.47429519071310117,"(0,)"
0.5373134328358209,"(1,)"
0.49087893864013266,"(2,)"
0.49917081260364843,"(3,)"
0.47761194029850745,"(4,)"
0.47761194029850745,"(5,)"
0.5091210613598673,"(6,)"
0.46102819237147596,"(7,)"
0.8308457711442786,"(8,)"
0.5140961857379768,"(0, 1)"
0.472636815920398,"(0, 2)"
0.472636815920398,"(0, 3)"
0.47761194029850745,"(0, 4)"
0.45439469320066334,"(0, 5)"
0.5024875621890548,"(0, 6)"
0.46766169154228854,"(0, 7)"
0.8308457711442786,"(0, 8)"
0.4693200663349917,"(1, 2)"
0.4859038142620232,"(1, 3)"
0.45439469320066334,"(1, 4)"
0.46434494195688225,"(1, 5)"
0.5024875621890548,"(1, 6)"
0.5058043117744611,"(1, 7)"
0.8275290215588723,"(1, 8)"
0.45107794361525705,"(2, 3)"
0.4593698175787728,"(2, 4)"
0.4759535655058043,"(2, 5)"
0.49917081260364843,"(2, 6)"
0.49087893864013266,"(2, 7)"
0.8325041459369817,"(2, 8)"
0.4759535655058043,"(3, 4)"
0.47761194029850745,"(3, 5)"
0.47429519071310117,"(3, 6)"
0.49917081260364843,"(3, 7)"
0.814262023217247,"(3, 8)"
0.4792703150912106,"(4, 5)"
0.4792703150912106,"(4, 6)"
0.4975124378109453,"(4, 7)"
0.8308457711442786,"(4, 8)"
0.48258706467661694,"(5, 6)"
0.4842454394693201,"(5, 7)"
0.8325041459369817,"(5, 8)"
0.48092868988391374,"(6, 7)"
0.8291873963515755,"(6, 8)"
0.8126036484245439,"(7, 8)"
0.5041459369817579,"(0, 1, 2)"
0.494195688225539,"(0, 1, 3)"
0.46434494195688225,"(0, 1, 4)"
0.46434494195688225,"(0, 1, 5)"
0.48092868988391374,"(0, 1, 6)"
0.4975124378109453,"(0, 1, 7)"
0.8192371475953566,"(0, 1, 8)"
0.4842454394693201,"(0, 2, 3)"
0.5174129353233831,"(0, 2, 4)"
0.4593698175787728,"(0, 2, 5)"
0.45107794361525705,"(0, 2, 6)"
0.4842454394693201,"(0, 2, 7)"
0.8258706467661692,"(0, 2, 8)"
0.46766169154228854,"(0, 3, 4)"
0.4660033167495854,"(0, 3, 5)"
0.48258706467661694,"(0, 3, 6)"
0.48756218905472637,"(0, 3, 7)"
0.8092868988391376,"(0, 3, 8)"
0.4560530679933665,"(0, 4, 5)"
0.5207296849087893,"(0, 4, 6)"
0.494195688225539,"(0, 4, 7)"
0.8407960199004975,"(0, 4, 8)"
0.5008291873963516,"(0, 5, 6)"
0.5024875621890548,"(0, 5, 7)"
0.8341625207296849,"(0, 5, 8)"
0.4228855721393035,"(0, 6, 7)"
0.8109452736318408,"(0, 6, 8)"
