0,1
"(8,)",0.837890625
"(3, 8)",0.708984375
"(0, 1, 2, 5, 8)",0.6796875
"(0, 1, 4, 5, 8)",0.6796875
"(0, 1, 4, 8)",0.67578125
"(0, 1, 2, 4, 5, 8)",0.67578125
"(0, 1, 5, 8)",0.67578125
"(0, 8)",0.673828125
"(0, 4, 8)",0.673828125
"(1, 2, 8)",0.671875
"(4, 8)",0.671875
"(0, 1, 8)",0.669921875
"(0, 1, 2, 4, 8)",0.669921875
"(1, 5, 8)",0.669921875
"(0, 1, 2, 8)",0.669921875
"(2, 8)",0.66796875
"(1, 8)",0.66796875
"(1, 2, 5, 8)",0.66796875
"(2, 5, 8)",0.666015625
"(0, 2, 4, 8)",0.666015625
"(0, 2, 4, 5, 8)",0.666015625
"(1, 4, 8)",0.666015625
"(0, 3, 8)",0.6640625
"(0, 2, 8)",0.662109375
"(0, 2, 5, 8)",0.662109375
"(2, 4, 5, 8)",0.662109375
"(0, 5, 8)",0.66015625
"(1, 2, 4, 5, 8)",0.66015625
"(1, 4, 5, 8)",0.658203125
"(0, 4, 5, 8)",0.658203125
"(1, 2, 4, 8)",0.658203125
"(4, 5, 8)",0.654296875
"(2, 4, 8)",0.65234375
"(5, 8)",0.65234375
"(1, 3, 8)",0.6484375
"(2, 3, 4, 5, 8)",0.642578125
"(2, 3, 4, 8)",0.638671875
"(3, 5, 8)",0.63671875
"(1, 2, 3, 4, 5, 8)",0.634765625
"(3, 4, 5, 8)",0.634765625
"(1, 2, 3, 4, 8)",0.6328125
"(3, 4, 8)",0.630859375
"(0, 2, 3, 4, 5, 8)",0.62890625
"(0, 1, 3, 8)",0.62890625
"(0, 2, 3, 4, 8)",0.62890625
"(0, 1, 2, 3, 4, 8)",0.626953125
"(0, 1, 3, 4, 8)",0.626953125
"(0, 1, 2, 3, 4, 5, 8)",0.626953125
"(1, 2, 3, 5, 8)",0.625
"(2, 3, 8)",0.623046875
"(1, 2, 3, 8)",0.623046875
"(0, 1, 3, 5, 8)",0.623046875
"(0, 1, 2, 3, 5, 8)",0.62109375
"(0, 2, 3, 8)",0.62109375
"(0, 1, 3, 4, 5, 8)",0.62109375
"(2, 3, 5, 8)",0.619140625
"(0, 1, 2, 3, 8)",0.6171875
"(0, 2, 3, 5, 8)",0.6171875
"(0, 3, 5, 8)",0.6171875
"(1, 3, 4, 5, 8)",0.6171875
"(0, 3, 4, 5, 8)",0.61328125
"(0, 3, 4, 8)",0.61328125
"(1, 3, 5, 8)",0.609375
"(1, 3, 4, 8)",0.609375
"(0, 1, 2, 4, 5, 6, 8)",0.58984375
"(0, 1, 4, 5, 6, 7, 8)",0.58984375
