combination,rate
"(0, 4, 7, 8)",0.923357664234
"(4, 7, 8)",0.916058394161
"(0, 1, 7, 8)",0.912408759124
"(4, 6, 7, 8)",0.908759124088
"(0, 1, 8)",0.908759124088
"(1, 3, 6, 8)",0.908759124088
"(1, 2, 8)",0.905109489051
"(0, 1, 2, 8)",0.905109489051
"(0, 2, 5, 8)",0.905109489051
"(2, 4, 7, 8)",0.905109489051
"(0, 3, 6, 8)",0.905109489051
"(0, 3, 7, 8)",0.905109489051
"(4, 5, 7, 8)",0.905109489051
"(2, 5, 6, 8)",0.905109489051
"(1, 8)",0.905109489051
"(2, 3, 5, 8)",0.901459854015
"(0, 1, 5, 8)",0.901459854015
"(2, 3, 8)",0.901459854015
"(7, 8)",0.901459854015
"(1, 2, 4, 8)",0.901459854015
"(0, 2, 7, 8)",0.901459854015
"(3, 6, 7, 8)",0.901459854015
"(1, 4, 7, 8)",0.901459854015
"(1, 2, 3, 8)",0.901459854015
"(1, 4, 8)",0.901459854015
"(0, 4, 5, 8)",0.897810218978
"(0, 2, 3, 8)",0.897810218978
"(1, 4, 5, 8)",0.897810218978
"(3, 7, 8)",0.897810218978
"(1, 3, 4, 8)",0.897810218978
"(0, 2, 8)",0.897810218978
"(2, 8)",0.897810218978
"(1, 3, 7, 8)",0.897810218978
"(6, 8)",0.897810218978
"(5, 7, 8)",0.897810218978
"(6, 7, 8)",0.897810218978
"(0, 2, 6, 8)",0.897810218978
"(0, 7, 8)",0.894160583942
"(0, 8)",0.894160583942
"(0, 5, 8)",0.894160583942
"(2, 5, 8)",0.894160583942
"(3, 6, 8)",0.894160583942
"(3, 4, 5, 8)",0.894160583942
"(2, 4, 6, 8)",0.894160583942
"(0, 1, 6, 8)",0.894160583942
"(2, 3, 7, 8)",0.894160583942
"(4, 6, 8)",0.894160583942
"(3, 4, 7, 8)",0.894160583942
"(1, 2, 5, 8)",0.894160583942
"(4, 5, 6, 8)",0.894160583942
"(1, 7, 8)",0.894160583942
"(0, 5, 7, 8)",0.890510948905
"(0, 1, 4, 8)",0.890510948905
"(3, 4, 6, 8)",0.890510948905
"(0, 3, 5, 8)",0.890510948905
"(2, 4, 8)",0.890510948905
"(0, 1, 3, 8)",0.890510948905
"(2, 3, 4, 8)",0.890510948905
"(3, 5, 6, 8)",0.890510948905
"(4, 5, 8)",0.890510948905
"(4, 8)",0.890510948905
"(2, 3, 6, 8)",0.890510948905
"(0, 4, 6, 8)",0.890510948905
"(0, 3, 4, 8)",0.890510948905
"(2, 4, 5, 8)",0.890510948905
"(1, 3, 8)",0.890510948905
"(1, 2, 6, 8)",0.886861313869
"(0, 4, 8)",0.886861313869
"(2, 5, 7, 8)",0.886861313869
"(8,)",0.886861313869
"(1, 6, 8)",0.886861313869
"(5, 6, 8)",0.886861313869
"(1, 5, 8)",0.886861313869
"(0, 2, 4, 8)",0.886861313869
"(0, 3, 8)",0.886861313869
"(2, 7, 8)",0.886861313869
"(3, 8)",0.886861313869
"(1, 5, 7, 8)",0.883211678832
"(0, 6, 8)",0.883211678832
"(1, 4, 6, 8)",0.883211678832
"(3, 4, 8)",0.883211678832
"(1, 3, 5, 8)",0.883211678832
"(1, 2, 7, 8)",0.879562043796
"(3, 5, 7, 8)",0.879562043796
"(0, 6, 7, 8)",0.879562043796
"(1, 6, 7, 8)",0.875912408759
"(3, 5, 8)",0.875912408759
"(2, 6, 7, 8)",0.872262773723
"(5, 8)",0.872262773723
"(5, 6, 7, 8)",0.872262773723
"(2, 6, 8)",0.868613138686
"(1, 5, 6, 8)",0.86496350365
"(0, 5, 6, 8)",0.86496350365
