combination,rate
"(5, 8)",0.882352941176
"(0, 4, 5, 8)",0.882352941176
"(0, 4, 8)",0.882352941176
"(8,)",0.882352941176
"(0, 2, 4, 5, 8)",0.882352941176
"(2, 3, 8)",0.882352941176
"(0, 2, 3, 8)",0.882352941176
"(0, 2, 3, 4, 5, 8)",0.882352941176
"(0, 8)",0.882352941176
"(0, 5, 8)",0.882352941176
"(0, 2, 8)",0.882352941176
"(4, 8)",0.882352941176
"(0, 2, 4, 8)",0.882352941176
"(0, 3, 8)",0.882352941176
"(2, 3, 4, 5, 8)",0.882352941176
"(0, 2, 3, 4, 8)",0.882352941176
"(0, 2, 3, 5, 8)",0.882352941176
"(3, 8)",0.882352941176
"(0, 5, 7, 8)",0.823529411765
"(0, 3, 4, 5, 8)",0.823529411765
"(2, 3, 5, 8)",0.823529411765
"(4, 6, 7, 8)",0.823529411765
"(0, 7, 8)",0.823529411765
"(0, 3, 5, 8)",0.823529411765
"(4, 7, 8)",0.823529411765
"(0, 2, 3, 4, 5, 7, 8)",0.823529411765
"(0, 2, 5, 8)",0.823529411765
"(0, 4, 6, 7, 8)",0.823529411765
"(0, 4, 5, 7, 8)",0.823529411765
"(2, 4, 8)",0.823529411765
"(3, 7, 8)",0.823529411765
"(0, 3, 6, 7, 8)",0.823529411765
"(7, 8)",0.823529411765
"(2, 3, 4, 8)",0.823529411765
"(1, 2, 3, 4, 5, 8)",0.823529411765
"(0, 2, 4, 5, 6, 7, 8)",0.823529411765
"(0, 2, 3, 5, 7, 8)",0.823529411765
"(0, 2, 3, 6, 7, 8)",0.823529411765
"(5, 6, 8)",0.823529411765
"(0, 4, 7, 8)",0.823529411765
"(1, 2, 3, 5, 8)",0.823529411765
"(0, 3, 7, 8)",0.823529411765
"(0, 2, 4, 6, 8)",0.823529411765
"(0, 4, 5, 6, 8)",0.823529411765
"(0, 2, 7, 8)",0.823529411765
"(3, 6, 7, 8)",0.823529411765
"(0, 2, 3, 5, 6, 7, 8)",0.823529411765
"(0, 2, 3, 4, 6, 8)",0.823529411765
"(1, 3, 4, 8)",0.823529411765
"(4, 5, 8)",0.823529411765
"(0, 2, 3, 5, 6, 8)",0.823529411765
"(0, 3, 5, 6, 7, 8)",0.823529411765
"(2, 8)",0.823529411765
"(2, 3, 6, 8)",0.823529411765
"(2, 5, 8)",0.823529411765
"(3, 6, 8)",0.823529411765
"(0, 2, 4, 6, 7, 8)",0.823529411765
"(3, 5, 8)",0.823529411765
"(0, 4, 6, 8)",0.823529411765
"(3, 4, 5, 8)",0.823529411765
"(0, 3, 4, 8)",0.823529411765
"(1, 2, 3, 5, 6, 8)",0.823529411765
"(0, 2, 4, 7, 8)",0.823529411765
"(0, 2, 3, 4, 5, 6, 8)",0.823529411765
"(0, 2, 3, 6, 8)",0.823529411765
"(6, 8)",0.823529411765
"(0, 2, 6, 8)",0.823529411765
"(0, 2, 3, 4, 7, 8)",0.823529411765
"(2, 3, 7, 8)",0.823529411765
"(0, 6, 8)",0.823529411765
"(0, 5, 6, 8)",0.823529411765
"(0, 4, 5, 6, 7, 8)",0.823529411765
"(4, 6, 8)",0.823529411765
"(5, 7, 8)",0.823529411765
"(5, 6, 7, 8)",0.823529411765
"(0, 5, 6, 7, 8)",0.823529411765
"(0, 2, 3, 4, 5, 6, 7, 8)",0.823529411765
"(0, 2, 4, 5, 6, 8)",0.823529411765
"(0, 2, 6, 7, 8)",0.823529411765
"(0, 3, 6, 8)",0.823529411765
"(3, 4, 8)",0.823529411765
"(2, 4, 5, 8)",0.823529411765
"(1, 3, 8)",0.823529411765
