combination,rate
"(6,)",0.956043956044
"(7,)",0.901098901099
"(6, 7)",0.879120879121
"(6, 8)",0.840659340659
"(8,)",0.835164835165
"(1, 2, 5, 7, 8)",0.82967032967
"(1, 2, 3, 4, 5, 6, 8)",0.82967032967
"(7, 8)",0.82967032967
"(1, 2, 4, 5, 7, 8)",0.82967032967
"(1, 2, 4, 5, 6, 8)",0.82967032967
"(1, 2, 5, 6, 8)",0.82967032967
"(1, 2, 3, 4, 5, 7, 8)",0.82967032967
"(1, 2, 3, 5, 6, 8)",0.82967032967
"(6, 7, 8)",0.82967032967
"(1, 2, 3, 5, 7, 8)",0.82967032967
"(0, 5, 7, 8)",0.824175824176
"(1, 4, 5, 7, 8)",0.824175824176
"(1, 5, 6, 8)",0.824175824176
"(0, 3, 5, 7, 8)",0.824175824176
"(1, 3, 4, 5, 7, 8)",0.824175824176
"(0, 3, 5, 6, 8)",0.824175824176
"(1, 5, 7, 8)",0.824175824176
"(5, 6, 8)",0.824175824176
"(1, 3, 5, 7, 8)",0.824175824176
"(1, 2, 3, 4, 6, 8)",0.824175824176
"(1, 3, 4, 7, 8)",0.824175824176
"(0, 4, 5, 6, 8)",0.824175824176
"(3, 6, 8)",0.824175824176
"(1, 4, 7, 8)",0.824175824176
"(0, 4, 6, 8)",0.824175824176
"(1, 2, 4, 6, 8)",0.824175824176
"(1, 2, 3, 4, 7, 8)",0.824175824176
"(0, 3, 4, 5, 6, 8)",0.824175824176
"(1, 3, 7, 8)",0.824175824176
"(4, 7, 8)",0.824175824176
"(1, 3, 4, 5, 6, 8)",0.824175824176
"(0, 3, 4, 6, 8)",0.824175824176
"(1, 4, 6, 8)",0.824175824176
"(0, 5, 6, 8)",0.824175824176
"(1, 4, 5, 6, 8)",0.824175824176
"(4, 6, 8)",0.824175824176
"(1, 2, 4, 7, 8)",0.824175824176
"(4, 5, 6, 8)",0.824175824176
"(1, 3, 5, 6, 8)",0.824175824176
"(3, 4, 6, 8)",0.818681318681
"(1, 2, 6, 8)",0.818681318681
"(0, 7, 8)",0.818681318681
"(1, 2, 4, 6, 7, 8)",0.818681318681
"(2, 3, 4, 5, 6, 7, 8)",0.818681318681
"(2, 3, 4, 7, 8)",0.818681318681
"(2, 5, 7, 8)",0.818681318681
"(1, 3, 6, 8)",0.818681318681
"(2, 4, 5, 7, 8)",0.818681318681
"(2, 4, 7, 8)",0.818681318681
"(0, 4, 5, 7, 8)",0.818681318681
"(2, 4, 5, 6, 7, 8)",0.818681318681
"(0, 3, 6, 8)",0.818681318681
"(3, 7, 8)",0.818681318681
"(2, 5, 6, 7, 8)",0.818681318681
"(3, 4, 5, 6, 8)",0.818681318681
"(1, 2, 3, 6, 8)",0.818681318681
"(1, 6, 8)",0.818681318681
"(2, 3, 6, 7, 8)",0.818681318681
"(0, 4, 7, 8)",0.818681318681
"(2, 3, 4, 6, 8)",0.818681318681
"(0, 3, 7, 8)",0.818681318681
"(3, 5, 6, 8)",0.818681318681
"(2, 4, 5, 6, 8)",0.818681318681
"(4, 5, 7, 8)",0.818681318681
"(3, 6, 7, 8)",0.818681318681
"(2, 3, 5, 6, 7, 8)",0.818681318681
"(2, 3, 6, 8)",0.818681318681
"(3, 4, 5, 7, 8)",0.818681318681
"(1, 2, 3, 7, 8)",0.818681318681
"(1, 2, 7, 8)",0.818681318681
