combination,rate
"(5, 6, 8)",0.981481481481
"(1, 2, 5, 8)",0.981481481481
"(1, 4, 5, 8)",0.981481481481
"(2, 3, 7, 8)",0.981481481481
"(2, 5, 6, 8)",0.981481481481
"(0, 2, 5, 8)",0.981481481481
"(1, 4, 8)",0.981481481481
"(2, 6, 7, 8)",0.977777777778
"(1, 2, 7, 8)",0.977777777778
"(3, 4, 7, 8)",0.977777777778
"(4, 6, 7, 8)",0.977777777778
"(1, 5, 6, 8)",0.977777777778
"(2, 5, 7, 8)",0.977777777778
"(8,)",0.977777777778
"(1, 5, 7, 8)",0.977777777778
"(2, 3, 5, 8)",0.977777777778
"(3, 7, 8)",0.977777777778
"(4, 5, 7, 8)",0.977777777778
"(1, 2, 4, 8)",0.977777777778
"(2, 3, 6, 8)",0.977777777778
"(3, 6, 8)",0.977777777778
"(1, 4, 7, 8)",0.977777777778
"(3, 5, 7, 8)",0.977777777778
"(1, 2, 3, 8)",0.977777777778
"(4, 7, 8)",0.977777777778
"(3, 6, 7, 8)",0.977777777778
"(2, 4, 6, 8)",0.977777777778
"(4, 6, 8)",0.977777777778
"(5, 7, 8)",0.977777777778
"(5, 6, 7, 8)",0.977777777778
"(2, 7, 8)",0.977777777778
"(3, 8)",0.977777777778
"(1, 2, 8)",0.974074074074
"(0, 1, 2, 8)",0.974074074074
"(0, 1, 4, 8)",0.974074074074
"(5, 8)",0.974074074074
"(0, 4, 5, 8)",0.974074074074
"(0, 1, 8)",0.974074074074
"(1, 3, 7, 8)",0.974074074074
"(2, 4, 7, 8)",0.974074074074
"(2, 3, 4, 5)",0.974074074074
"(0, 4, 7, 8)",0.974074074074
"(2, 5, 8)",0.974074074074
"(1, 2, 6, 8)",0.974074074074
"(3, 5, 8)",0.974074074074
"(0, 4, 6, 8)",0.974074074074
"(0, 1, 3, 4)",0.974074074074
"(1, 3, 4, 8)",0.974074074074
"(1, 5, 8)",0.974074074074
"(6, 8)",0.974074074074
"(3, 4, 6, 8)",0.974074074074
"(1, 4, 6, 8)",0.974074074074
"(0, 3, 8)",0.974074074074
"(3, 4, 8)",0.974074074074
"(2, 4, 5, 8)",0.974074074074
"(4, 5, 6, 8)",0.974074074074
"(0, 1, 3, 5)",0.974074074074
"(0, 5, 7, 8)",0.97037037037
"(2, 5)",0.97037037037
"(0, 7, 8)",0.97037037037
"(0, 3, 5, 8)",0.97037037037
"(0, 2, 5)",0.97037037037
"(2, 4, 8)",0.97037037037
"(1, 3, 5)",0.97037037037
"(7, 8)",0.97037037037
"(0, 3, 6, 8)",0.97037037037
"(3, 5, 6, 8)",0.97037037037
"(1, 6, 7, 8)",0.97037037037
"(0, 3, 7, 8)",0.97037037037
"(0, 2, 7, 8)",0.97037037037
"(4, 8)",0.97037037037
"(0, 4, 8)",0.97037037037
"(0, 6, 8)",0.97037037037
"(2, 6, 8)",0.97037037037
"(0, 5, 6, 8)",0.97037037037
"(0, 1, 3)",0.97037037037
"(1, 3, 5, 8)",0.97037037037
"(2, 4, 5)",0.97037037037
"(6, 7, 8)",0.97037037037
"(0, 1, 6, 8)",0.97037037037
"(0, 6, 7, 8)",0.97037037037
"(0, 2, 6, 8)",0.97037037037
"(1, 7, 8)",0.97037037037
"(1, 6)",0.966666666667
"(0, 1, 5, 8)",0.966666666667
"(4, 5)",0.966666666667
"(1, 3, 6, 8)",0.966666666667
"(0, 1, 3, 8)",0.966666666667
"(2, 3, 4, 8)",0.966666666667
"(0, 1, 7, 8)",0.966666666667
"(1, 6, 8)",0.966666666667
"(0, 8)",0.966666666667
"(0, 5, 8)",0.966666666667
"(2, 8)",0.966666666667
"(3, 4, 5, 8)",0.966666666667
"(0, 3, 4, 8)",0.966666666667
"(0, 2, 4, 8)",0.966666666667
"(1, 4, 5, 6)",0.966666666667
"(0, 3, 4, 7)",0.966666666667
"(1, 3, 8)",0.966666666667
"(1, 8)",0.966666666667
"(1, 4, 5, 7)",0.966666666667
"(0, 2, 3)",0.962962962963
"(2, 3, 8)",0.962962962963
"(0, 2, 3, 8)",0.962962962963
"(3, 4, 5)",0.962962962963
"(0, 1, 4, 5)",0.962962962963
"(0, 2, 4, 5)",0.962962962963
"(2, 4, 6, 7)",0.962962962963
"(3, 5)",0.962962962963
"(0, 2, 8)",0.962962962963
"(2, 3, 5, 6)",0.962962962963
"(0, 1, 2, 4)",0.962962962963
"(0, 3, 5)",0.962962962963
"(0, 3)",0.962962962963
"(3, 6, 7)",0.962962962963
"(1, 2, 3, 4)",0.962962962963
"(0, 1, 2, 5)",0.959259259259
"(2, 3, 5, 7)",0.959259259259
"(2, 4, 5, 7)",0.959259259259
"(1, 3, 4, 5)",0.959259259259
"(1, 2, 3, 7)",0.959259259259
"(0, 1, 4)",0.959259259259
"(0, 3, 5, 7)",0.959259259259
"(0, 5)",0.959259259259
"(4, 5, 8)",0.959259259259
"(0, 2, 3, 5)",0.959259259259
"(0, 1, 2, 7)",0.959259259259
"(0, 1, 5)",0.959259259259
"(6,)",0.959259259259
"(3, 4, 6, 7)",0.959259259259
"(0, 1, 6, 7)",0.955555555556
"(3, 7)",0.955555555556
"(0, 2, 3, 4)",0.955555555556
"(2, 3, 6, 7)",0.955555555556
"(2, 3, 4)",0.955555555556
"(0, 3, 5, 6)",0.955555555556
"(3, 4, 7)",0.955555555556
"(1, 3, 6, 7)",0.955555555556
"(0, 1, 2, 3)",0.955555555556
"(0, 4, 5, 6)",0.955555555556
"(0, 3, 7)",0.955555555556
"(1, 4, 7)",0.955555555556
"(1, 3)",0.955555555556
"(0, 3, 6, 7)",0.955555555556
"(1, 2, 7)",0.955555555556
"(1, 3, 4)",0.955555555556
"(1, 3, 4, 7)",0.955555555556
"(1, 2, 4, 5)",0.955555555556
"(3, 4, 6)",0.955555555556
"(1, 2, 6, 7)",0.955555555556
"(2, 4, 7)",0.955555555556
"(1, 3, 5, 6)",0.955555555556
"(0, 3, 4)",0.955555555556
"(3, 5, 7)",0.955555555556
"(0, 7)",0.951851851852
"(2, 6, 7)",0.951851851852
"(2, 5, 7)",0.951851851852
"(0, 1)",0.951851851852
"(1, 2, 4, 7)",0.951851851852
"(1, 5, 6)",0.951851851852
"(0, 1, 6)",0.951851851852
"(0, 6, 7)",0.951851851852
"(3, 6)",0.951851851852
"(0, 1, 2, 6)",0.951851851852
"(1, 4, 6, 7)",0.951851851852
"(1, 7)",0.951851851852
"(0, 1, 3, 7)",0.951851851852
"(2, 7)",0.951851851852
"(1, 2, 5, 7)",0.951851851852
"(3, 5, 6, 7)",0.951851851852
"(1, 4, 5)",0.951851851852
"(0, 1, 5, 6)",0.951851851852
"(0, 2, 4)",0.951851851852
"(0, 2, 6, 7)",0.951851851852
"(2, 5, 6)",0.951851851852
"(0, 6)",0.951851851852
"(2, 4, 5, 6)",0.951851851852
"(0, 2, 6)",0.951851851852
"(1, 2, 5, 6)",0.951851851852
"(0, 3, 6)",0.951851851852
"(4, 5, 6, 7)",0.951851851852
"(4, 5, 7)",0.951851851852
"(1, 4, 6)",0.951851851852
"(6, 7)",0.948148148148
"(7,)",0.948148148148
"(0, 2, 5, 6)",0.948148148148
"(2, 6)",0.948148148148
"(0, 2, 7)",0.948148148148
"(1, 2, 4)",0.948148148148
"(2, 4, 6)",0.948148148148
"(3, 5, 6)",0.948148148148
"(0, 2, 3, 6)",0.948148148148
"(1, 2, 4, 6)",0.948148148148
"(0, 3, 4, 6)",0.948148148148
"(2, 3, 7)",0.948148148148
"(0, 4, 5)",0.948148148148
"(1, 3, 4, 6)",0.948148148148
"(0, 1, 7)",0.948148148148
"(3, 4, 5, 7)",0.948148148148
"(1, 6, 7)",0.948148148148
"(1, 3, 5, 7)",0.948148148148
"(1, 5, 6, 7)",0.944444444444
"(1, 2, 6)",0.944444444444
"(0, 3, 4, 5)",0.944444444444
"(0, 1, 3, 6)",0.944444444444
"(0, 1, 2)",0.944444444444
"(1,)",0.944444444444
"(2, 5, 6, 7)",0.944444444444
"(0, 1, 4, 6)",0.944444444444
"(4, 5, 6)",0.944444444444
"(3,)",0.944444444444
"(2, 3, 6)",0.944444444444
"(1, 4)",0.944444444444
"(1, 2, 3)",0.944444444444
"(2, 3, 5)",0.944444444444
"(5, 6)",0.944444444444
"(0, 2, 3, 7)",0.944444444444
"(2, 3, 4, 7)",0.944444444444
"(0, 4, 5, 7)",0.944444444444
"(1, 3, 7)",0.940740740741
"(0,)",0.940740740741
"(1, 5, 7)",0.940740740741
"(0, 2, 4, 6)",0.940740740741
"(1, 5)",0.940740740741
"(0, 2, 5, 7)",0.940740740741
"(5, 7)",0.940740740741
"(0, 5, 6)",0.940740740741
"(2, 3, 4, 6)",0.940740740741
"(3, 4, 5, 6)",0.940740740741
"(3, 4)",0.940740740741
"(2, 4)",0.940740740741
"(1, 2)",0.940740740741
"(5, 6, 7)",0.940740740741
"(0, 2, 4, 7)",0.940740740741
"(1, 2, 3, 6)",0.937037037037
"(1, 2, 5)",0.937037037037
"(1, 3, 6)",0.937037037037
"(4,)",0.937037037037
"(2,)",0.937037037037
"(0, 5, 7)",0.933333333333
"(0, 1, 5, 7)",0.933333333333
"(4, 6, 7)",0.933333333333
"(4, 6)",0.933333333333
"(0, 2)",0.933333333333
"(2, 3)",0.933333333333
"(0, 1, 4, 7)",0.933333333333
"(4, 7)",0.933333333333
"(0, 4, 6)",0.92962962963
"(1, 2, 3, 5)",0.92962962963
"(0, 5, 6, 7)",0.925925925926
"(0, 4, 7)",0.925925925926
"(0, 4)",0.922222222222
"(0, 4, 6, 7)",0.922222222222
"(5,)",0.918518518519
